date,Russell 2000 Index (RUT) - Index Value,CBOE Volatility S&P 500 Index (^VIX) - Index Value,S&P 500 (^SPX) - Index Value,NASDAQ Composite Index (^COMP) - Index Value,Dow Jones Industrial Average (^DJI) - Index Value,News Sentiment,S&P U.S. Treasury Bill 0-3 Month Index,S&P U.S. Treasury Bond 10+ Year Index,S&P U.S. TIPS 5+ Year Index (USD),S&P U.S. Treasury Bond 1-3 Year Index,S&P Canada Treasury Bill Index,S&P U.S. Treasury Bond Current 30-Year Index,S&P U.S. Treasury Bond Current 5-Year Index,S&P Short Term Taxable Municipal Bond Index,S&P Taxable Municipal Bond Index,S&P U.S. Treasury Bond Current 2-Year Index,S&P U.S. Treasury Bond 7-10 Year Index,S&P U.S. TIPS 0-1 Year Index (USD),S&P U.S. Treasury Bond 20+ Year Index,S&P U.S. Government & Corporate AAA-AA 1+ Year Bond Index,S&P Municipal Yield Index,S&P U.S. Treasury Bond Current 7-Year Index,S&P U.S. Treasury Bond Current 10-Year Index,S&P U.S. Treasury Bill 9-12 Month Index,S&P U.S. Treasury Bond Current 3-Year Index,S&P U.S. TIPS 30 Year Index (USD),S&P U.S. Ultra Short Treasury Bill & Bond Index (USD),S&P U.S. TIPS 15+ Year Index (USD),S&P U.S. Treasury Bond 5-7 Year Index,S&P U.S. TIPS 10+ Year Index (USD),S&P U.S. Treasury Bill 3-6 Month Index,S&P U.S. Treasury Bond 7-10 Year Index (TTM JPY),S&P U.S. TIPS 7-10 Year Index (USD),S&P U.S. Treasury Bond 3-5 Year Index,S&P U.S. TIPS 3-5 Year Index (USD),S&P U.S. TIPS 1-3 Year Index (USD),S&P U.S. TIPS 5-7 Year Index (USD),S&P U.S. Treasury Bill 6-9 Month Index
2016-04-22,1146.69,13.22,2091.580101870642,4906.23,18003.745684179292,-0.03113224171102047,216.11,813.5,238.98,314.25,114.83,708.94,429.65,108.29,157.51,307.74,591.27,115.17,851.62,,182.78,138.31,513.12,205.93,141.51,284.52,100.76,276.03,524.91,270.99,236.78,169.88,224.79,440.36,180.21,135.49,205.91,229.79
2016-04-25,1138.098,14.08,2087.794470243495,4895.79,17977.24269787012,-0.019624803215265274,216.11,810.25,238.59,314.17,114.83,705.54,429.38,108.29,157.49,307.65,590.37,115.15,848.0,,182.83,138.16,512.24,205.91,141.53,282.52,100.75,274.47,524.5,270.0,236.77,172.8,224.68,440.14,180.08,135.46,205.72,229.77
2016-04-26,1150.728,13.96,2091.698544818295,4888.28,17990.32298310281,-0.01629047468304634,216.11,806.48,238.43,314.06,114.84,701.79,428.82,108.28,157.13,307.51,588.98,115.17,843.89,,182.82,137.87,510.79,205.9,141.38,282.37,100.75,274.27,523.62,269.8,236.77,171.85,224.54,439.72,180.02,135.47,205.61,229.76
2016-04-27,1154.149,13.77,2095.154393614814,4863.14,18041.54839333346,-0.034478385001420975,216.11,813.68,240.12,314.28,114.84,708.98,430.25,108.3,157.89,307.69,592.41,115.2,851.67,,182.86,138.58,514.25,205.94,141.59,286.06,100.76,277.52,525.79,272.41,236.78,171.93,226.0,440.78,180.52,135.62,206.57,229.77
2016-04-28,1140.398,15.22,2075.810663473741,4805.29,17830.757199897715,-0.03171071782708168,216.11,817.27,241.76,314.55,114.84,712.37,430.67,108.33,158.56,307.99,594.29,115.23,855.53,,183.08,138.96,515.99,205.97,141.78,289.5,100.76,280.49,527.09,274.82,236.79,170.55,227.44,441.59,181.1,135.78,207.61,229.78
2016-04-29,1130.845,15.7,2065.2963010051553,4775.36,17773.642237153916,-0.026014821603894234,216.12,819.59,241.84,314.59,114.84,714.72,431.24,108.35,158.7,308.06,594.2,115.19,858.26,,183.22,138.9,516.02,205.99,141.83,291.55,100.76,282.19,527.1,275.77,236.8,171.09,227.14,441.72,181.0,135.72,207.41,229.79
2016-05-02,1140.92,14.68,2081.4302172006182,4817.59,17891.159354741874,-0.031831081956624985,216.13,811.95,240.29,314.51,114.85,706.7,430.53,108.34,158.22,307.94,592.36,115.2,849.75,,183.26,138.55,514.04,205.99,141.72,286.74,100.77,278.14,526.07,272.85,236.81,165.88,225.98,441.21,180.71,135.61,206.74,229.8
2016-05-03,1121.756,15.6,2063.366853889874,4763.22,17750.905825126407,-0.03635670617222786,216.13,821.75,241.03,314.73,114.85,716.42,431.88,108.35,158.99,308.17,595.72,115.21,860.53,,183.44,139.23,517.42,206.02,141.92,288.26,100.77,279.5,528.14,273.96,236.81,165.36,226.63,442.26,180.95,135.69,207.19,229.82
2016-05-04,1113.135,16.05,2051.121261979257,4725.64,17651.26281458417,-0.027335071936249733,216.13,825.79,241.38,314.84,114.85,720.61,432.45,108.36,159.37,308.29,596.89,115.2,864.98,,183.65,139.48,518.59,206.04,142.0,289.6,100.78,280.6,528.93,274.75,236.83,166.3,226.84,442.7,181.01,135.69,207.3,229.84
2016-05-05,1107.948,15.91,2050.628742049927,4717.09,17660.71349187271,-0.03590080887079239,216.12,831.13,242.25,314.96,114.85,725.61,433.02,108.38,159.78,308.38,597.98,115.22,870.88,,183.52,139.79,520.09,206.04,142.12,292.22,100.78,282.86,529.91,276.39,236.82,166.63,227.47,443.22,181.26,135.74,207.71,229.83
2016-05-06,1114.72,14.72,2057.1424213606333,4736.16,17740.633349812775,-0.021610863506793976,216.13,827.73,241.17,314.86,114.85,721.85,432.3,108.37,159.43,308.46,596.89,115.23,867.17,,183.69,139.5,518.44,206.05,142.0,289.41,100.78,280.47,529.02,274.53,236.83,168.45,226.56,442.79,181.06,135.69,207.22,229.83
2016-05-09,1118.254,14.57,2058.691066158407,4750.21,17705.912383252697,-0.005444459617137909,216.12,829.63,241.36,315.02,114.86,723.51,432.44,108.39,159.74,308.48,598.2,115.23,869.15,,183.76,139.82,519.61,206.07,142.15,289.13,100.79,280.37,530.14,274.6,236.83,168.24,226.79,443.42,181.17,135.72,207.45,229.85
2016-05-10,1128.833,13.63,2084.3861226133317,4809.88,17928.345715377225,-0.010846391320228577,216.11,830.1,242.09,314.95,114.86,724.37,433.11,108.4,159.8,308.41,598.2,115.25,869.7,,183.79,139.79,519.63,206.07,142.11,291.47,100.78,282.21,530.01,275.94,236.83,170.2,227.34,443.31,181.4,135.82,207.79,229.85
2016-05-11,1114.741,14.69,2064.4619029935507,4760.69,17711.11710407827,-0.013125563971698284,216.12,834.24,242.38,314.93,114.86,728.91,433.16,108.4,160.19,308.37,599.0,115.29,874.32,,184.06,139.9,520.55,206.07,142.1,292.72,100.78,283.34,530.27,276.69,236.83,171.26,227.47,443.35,181.39,135.85,207.83,229.86
2016-05-12,1108.599,14.41,2064.1074656146125,4737.34,17720.499298198054,-0.0024726276751607656,216.12,830.82,242.0,314.76,114.86,725.16,432.36,108.39,159.96,308.2,597.64,115.31,870.59,,184.11,139.57,519.04,206.04,141.97,292.03,100.78,282.71,529.24,276.17,236.82,170.28,227.16,442.73,181.23,135.8,207.54,229.85
2016-05-13,1102.439,15.04,2046.6129226141602,4717.68,17535.32080987763,-0.0026007131673395634,216.12,838.38,242.97,314.82,114.87,733.31,433.05,108.39,160.61,308.25,599.8,115.32,878.96,,184.23,139.99,521.55,206.05,142.01,295.42,100.78,285.48,530.41,278.12,236.83,170.79,227.84,443.16,181.39,135.87,207.9,229.86
2016-05-16,1116.212,14.68,2066.6571610419073,4775.46,17710.706205065722,0.023856788873672485,216.12,831.7,242.27,314.62,114.87,726.31,431.97,108.39,159.94,308.07,597.54,115.34,871.61,,184.41,139.51,519.22,206.02,141.84,293.4,100.78,283.79,528.89,276.84,236.83,171.23,227.33,442.37,181.22,135.82,207.56,229.84
2016-05-17,1097.676,15.57,2047.2058127274154,4715.73,17529.979122714543,0.037446048110723495,216.12,832.06,242.5,314.44,114.87,726.57,431.49,108.37,159.91,307.83,597.03,115.46,872.09,,184.77,139.36,519.53,206.0,141.79,294.62,100.78,284.7,528.39,277.43,236.82,170.79,227.43,441.92,181.23,135.89,207.58,229.82
2016-05-18,1102.954,15.95,2047.6272305969787,4739.12,17526.62344744542,0.02568354271352291,216.12,821.08,240.09,313.99,114.87,716.14,429.38,108.35,159.24,307.42,592.09,115.45,860.19,,184.64,138.39,513.56,205.94,141.3,288.91,100.76,279.79,525.15,273.58,236.8,170.52,225.47,440.09,180.37,135.62,206.16,229.78
2016-05-19,1094.778,16.33,2040.0398896361874,4712.53,17435.403866660363,0.03693560138344765,216.12,824.55,239.85,314.08,114.88,719.04,429.62,108.36,159.45,307.52,592.72,115.43,864.06,,184.78,138.51,514.62,205.91,141.4,288.84,100.76,279.69,525.67,273.3,236.8,171.1,225.18,440.47,180.35,135.62,206.03,229.78
2016-05-20,1112.276,15.2,2052.3180528978073,4769.56,17500.94225916134,0.031325723975896835,216.13,825.12,239.74,314.11,114.88,719.91,429.83,108.37,159.6,307.56,593.1,115.44,864.68,,184.91,138.62,514.82,205.91,141.43,288.15,100.76,279.17,525.99,272.96,236.8,171.17,225.11,440.63,180.44,135.65,206.1,229.78
2016-05-23,1111.367,15.82,2048.043279019056,4765.78,17492.929728416708,0.07783757895231247,216.13,826.55,239.78,314.04,114.89,721.37,429.85,108.37,159.73,307.43,593.54,115.46,866.23,,184.99,138.69,515.39,205.87,141.39,288.2,100.75,279.22,526.1,273.01,236.78,170.86,225.15,440.56,180.46,135.68,206.13,229.74
2016-05-24,1135.307,14.42,2076.057817017013,4861.05,17706.049349590212,0.0602869987487793,216.13,823.43,239.37,313.97,114.89,718.55,429.17,108.37,159.49,307.39,592.27,115.42,862.83,,184.87,138.4,514.13,205.87,141.32,287.66,100.75,278.7,525.19,272.54,236.78,170.15,224.76,440.08,180.25,135.57,205.79,229.72
2016-05-25,1141.024,13.9,2090.543003920676,4894.89,17851.50760003125,0.05689653381705284,216.13,820.73,239.59,313.99,114.89,715.49,429.12,108.37,159.33,307.41,591.94,115.42,859.73,,184.91,138.34,513.88,205.89,141.32,287.61,100.75,278.59,524.98,272.57,236.79,171.15,225.05,440.04,180.42,135.63,206.04,229.74
2016-05-26,1139.754,13.43,2090.1009750070057,4901.77,17828.291805822442,0.0667264312505722,216.14,824.77,240.49,314.26,114.89,721.24,430.24,108.39,159.79,307.67,594.07,115.44,864.07,,184.93,138.78,515.71,205.93,141.48,289.56,100.76,280.37,526.54,273.99,236.81,170.09,225.82,440.95,180.76,135.77,206.58,229.76
2016-05-27,1150.45,13.12,2099.0604609477264,4933.5,17873.216764527395,0.07623845338821411,216.14,823.59,240.21,314.09,114.89,718.48,429.49,108.38,159.71,307.47,593.15,115.45,862.85,,184.96,138.55,515.02,205.92,141.43,289.06,100.76,279.9,525.63,273.68,236.81,171.09,225.56,440.35,180.56,135.7,206.31,229.76
2016-05-31,1154.792,14.19,2096.9641950705063,4948.05,17787.20190456791,0.10301091521978378,216.14,825.24,239.51,314.21,114.9,719.74,429.83,108.4,159.79,307.65,593.59,115.42,864.64,,185.06,138.64,515.52,205.9,141.52,286.94,100.76,278.13,525.97,272.37,236.8,172.62,225.03,440.69,180.41,135.65,206.01,229.74
2016-06-01,1163.041,14.2,2099.329995029114,4952.25,17789.66729864318,0.12279173731803894,216.16,828.04,239.56,314.1,114.9,722.5,429.53,108.39,159.98,307.55,593.5,115.44,867.82,,185.09,138.58,515.48,205.89,141.45,287.35,100.76,278.46,525.71,272.59,236.81,172.26,225.04,440.44,180.39,135.65,205.96,229.74
2016-06-02,1170.584,13.63,2105.264340919523,4971.36,17838.564281136074,0.1129605695605278,216.16,834.1,240.47,314.2,114.9,728.34,430.21,108.4,160.49,307.63,595.33,115.48,874.48,,185.19,138.99,517.31,205.92,141.56,289.33,100.77,280.17,526.86,273.98,236.83,170.23,225.81,440.99,180.69,135.78,206.5,229.75
2016-06-03,1164.135,13.47,2099.1285740266835,4942.52,17807.062023507602,0.0957900807261467,216.17,845.51,242.44,314.87,114.9,739.83,432.88,108.46,161.39,308.35,600.71,115.56,886.85,,185.47,140.18,522.31,206.07,142.04,293.39,100.79,283.71,530.71,276.93,236.86,170.08,227.48,443.18,181.52,136.14,207.8,229.83
2016-06-06,1176.872,13.65,2109.406844771569,4968.71,17920.333184632593,0.09400845319032669,216.16,839.64,242.34,314.77,114.91,733.28,432.46,108.45,161.01,308.23,599.31,115.59,880.29,,185.65,139.9,520.85,206.07,141.95,292.03,100.79,282.59,529.93,276.3,236.86,167.9,227.57,442.84,181.62,136.17,207.95,229.82
2016-06-07,1179.973,14.05,2112.127071670834,4961.75,17938.275774847072,0.09328559786081314,216.17,842.15,243.22,314.85,114.91,735.88,432.88,108.46,161.24,308.31,600.18,115.61,883.01,,185.93,140.07,521.7,206.09,142.0,294.16,100.8,284.42,530.53,277.73,236.87,168.81,228.28,443.18,181.98,136.29,208.47,229.83
2016-06-08,1188.954,14.08,2119.1182685772133,4974.64,18005.046864385684,0.10454156249761581,216.17,846.0,244.0,314.88,114.91,739.98,432.93,108.46,161.55,308.34,600.71,115.66,887.36,,186.12,140.11,522.38,206.1,142.02,296.8,100.8,286.66,530.63,279.31,236.89,168.65,228.78,443.25,182.17,136.39,208.8,229.84
2016-06-09,1181.202,14.64,2115.4777557885245,4958.62,17985.186745445993,0.1030421108007431,216.17,851.16,244.02,314.97,114.91,745.47,433.21,108.47,161.89,308.42,601.79,115.66,893.15,,186.6,140.31,523.55,206.11,142.08,297.21,100.81,286.95,531.16,279.45,236.89,168.16,228.76,443.5,182.17,136.4,208.79,229.85
2016-06-10,1163.931,17.03,2096.0710133091998,4894.55,17865.341200120278,0.09169712662696838,216.17,854.57,244.13,315.18,114.91,748.28,434.17,108.49,162.26,308.61,603.7,115.65,896.75,,187.18,140.69,525.18,206.14,142.25,296.64,100.81,286.53,532.52,279.27,236.91,169.07,228.95,444.3,182.33,136.44,209.03,229.87
2016-06-13,1150.699,20.97,2079.0589804431916,4848.44,17732.483852730627,0.06958829611539841,216.17,858.8,243.87,315.31,114.92,753.07,435.03,108.49,162.37,308.74,605.11,115.65,901.41,,187.33,141.01,526.76,206.15,142.38,295.28,100.82,285.45,533.6,278.59,236.91,168.59,228.84,444.97,182.35,136.44,208.99,229.89
2016-06-14,1147.823,20.5,2075.315958205637,4843.55,17674.821024636767,0.06496083736419678,216.17,858.42,242.95,315.26,114.92,752.66,434.81,108.48,162.11,308.7,604.78,115.62,901.03,,187.64,140.91,526.46,206.15,142.34,292.57,100.82,283.24,533.34,276.91,236.91,168.38,228.07,444.83,182.19,136.36,208.63,229.89
2016-06-15,1149.302,20.14,2071.502282711747,4834.93,17640.168541245446,0.06252048164606094,216.17,861.38,244.32,315.54,114.92,755.03,436.03,108.51,162.48,309.0,606.74,115.64,904.13,,187.81,141.42,528.2,206.19,142.55,295.36,100.83,285.65,535.01,278.89,236.94,168.35,229.27,445.84,182.71,136.5,209.56,229.94
2016-06-16,1148.191,19.37,2077.9938893248705,4844.91,17733.100201249443,0.04103695973753929,216.17,865.57,243.86,315.49,114.92,759.59,435.95,108.51,162.65,308.93,607.11,115.63,908.87,,188.09,141.42,528.8,206.21,142.5,295.41,100.84,285.49,534.99,278.52,236.95,168.2,228.74,445.74,182.43,136.37,209.16,229.95
2016-06-17,1144.698,19.41,2071.2196945687524,4800.34,17675.163440480555,0.026490651071071625,216.18,860.74,242.98,315.46,114.92,754.65,435.46,108.51,162.2,308.93,605.41,115.66,903.54,,188.13,141.16,527.06,206.23,142.44,293.09,100.84,283.49,534.18,277.01,236.95,166.79,227.96,445.36,182.31,136.36,208.81,229.97
2016-06-20,1157.701,18.37,2083.249030702692,4837.21,17804.87056210736,-0.06268350780010223,216.18,851.25,241.84,315.24,114.93,744.86,434.37,108.49,161.66,308.67,602.6,115.7,893.06,,187.99,140.62,524.05,206.19,142.27,289.84,100.83,280.74,532.53,274.93,236.94,166.26,227.1,444.53,182.06,136.33,208.28,229.93
2016-06-21,1153.871,18.48,2088.8995479027617,4843.76,17829.72995236635,-0.06475267559289932,216.18,847.98,241.09,315.16,114.93,741.56,433.78,108.49,161.39,308.57,601.34,115.67,889.5,,188.12,140.37,522.59,206.19,142.18,288.38,100.84,279.43,531.74,273.89,236.94,164.11,226.47,444.08,181.68,136.21,207.69,229.95
2016-06-22,1148.971,21.17,2085.4497233948046,4833.32,17780.832969873456,-0.066840261220932,216.18,848.69,241.99,315.27,114.93,742.19,434.26,108.5,161.52,308.6,602.38,115.7,890.14,,188.21,140.6,523.52,206.22,142.29,290.86,100.84,281.54,532.45,275.48,236.96,164.97,227.21,444.49,181.87,136.28,208.08,229.96
2016-06-23,1172.222,17.25,2113.3206788011826,4910.04,18011.07338323635,-0.06313680112361908,216.18,840.61,241.98,315.06,114.93,734.83,432.94,108.48,160.9,308.47,599.77,115.72,881.28,,188.11,139.98,521.0,206.2,142.09,290.72,100.83,281.35,530.51,275.38,236.94,165.58,227.25,443.48,181.91,136.33,208.11,229.91
2016-06-24,1127.538,25.76,2037.4051843634368,4707.98,17400.751383269042,-0.06659769266843796,216.19,861.36,244.11,315.81,114.94,754.31,436.48,108.49,161.44,309.26,607.85,115.73,903.82,,188.97,141.68,528.87,206.33,142.7,296.34,100.85,286.23,535.81,279.17,236.99,158.53,228.92,446.24,182.4,136.56,209.09,229.97
2016-06-27,1089.646,23.85,2000.5352536808848,4594.44,17140.24140931531,-0.08897633850574493,216.19,882.8,245.15,316.1,114.94,777.38,438.44,108.51,163.11,309.61,612.96,115.69,927.81,,189.35,142.61,534.56,206.37,142.95,302.09,100.86,290.87,538.77,282.08,237.0,162.93,229.35,447.66,182.36,136.52,209.18,230.01
2016-06-28,1107.298,18.75,2036.091229464801,4691.87,17409.72267837628,-0.09086112678050995,216.19,883.9,246.04,316.07,114.94,778.94,437.99,108.52,163.24,309.48,613.15,115.71,929.04,,189.44,142.61,534.66,206.38,142.93,304.84,100.86,293.17,538.82,283.67,237.02,163.41,229.98,447.59,182.67,136.61,209.66,230.03
2016-06-29,1131.617,16.64,2070.7713064510085,4779.25,17694.681143576458,-0.0904662236571312,216.2,877.44,245.57,315.94,114.95,772.39,437.28,108.51,162.81,309.38,610.65,115.75,921.96,,189.47,142.09,532.14,206.37,142.81,303.22,100.86,291.73,537.2,282.56,237.02,164.78,229.65,446.85,182.76,136.66,209.65,230.04
2016-06-30,1151.923,15.63,2098.8552265056105,4842.67,17929.98931142741,-0.09589142352342606,216.2,879.95,246.33,316.16,114.95,774.71,438.04,108.54,163.23,309.63,611.8,115.74,924.72,100.0,189.8,142.35,533.29,206.38,142.98,305.32,100.86,293.47,538.12,283.8,237.02,164.84,230.23,447.49,183.1,136.77,210.16,230.05
2016-07-01,1156.77,14.77,2102.9534922367006,4862.57,17949.370048185796,-0.09273980557918549,216.2,888.89,248.01,316.1,114.95,784.73,438.25,108.54,163.96,309.63,612.83,115.71,934.82,100.19,189.83,142.46,534.79,206.38,142.96,311.06,100.86,298.51,538.43,287.35,237.02,165.27,231.32,447.52,183.45,136.87,210.81,230.06
2016-07-05,1139.453,15.58,2088.546036150413,4822.9,17840.6187761988,-0.07703734934329987,216.2,906.42,249.72,316.37,114.96,803.47,439.74,108.56,164.9,309.85,617.51,115.69,954.29,100.77,190.19,143.34,539.49,206.39,143.19,317.34,100.87,303.59,541.04,290.93,237.02,164.6,232.53,448.71,183.65,136.93,211.33,230.06
2016-07-06,1147.333,14.96,2099.734290819002,4859.16,17918.621105413655,-0.08990466594696045,216.2,903.79,250.2,316.23,114.96,801.21,439.27,108.54,165.12,309.71,616.62,115.72,951.38,100.65,190.29,143.12,538.61,206.38,143.08,317.96,100.87,304.23,540.31,291.49,237.01,163.77,233.06,448.27,183.78,136.98,211.59,230.06
2016-07-07,1149.756,14.76,2097.899775008144,4876.81,17895.884693386146,-0.0933806374669075,216.2,905.73,249.96,316.22,114.96,803.23,439.36,108.55,165.09,309.71,616.61,115.67,953.59,100.69,190.33,143.13,538.55,206.35,143.07,317.52,100.86,303.84,540.45,291.16,237.01,163.34,232.84,448.31,183.67,136.92,211.43,230.05
2016-07-08,1177.36,13.2,2129.89798177988,4956.76,18146.738540545062,-0.08361226320266724,216.2,910.55,250.41,316.07,114.96,809.19,439.5,108.53,165.5,309.53,617.58,115.65,959.02,100.79,190.32,143.27,539.64,206.35,142.98,319.34,100.86,305.33,540.77,292.16,237.01,163.3,233.14,448.26,183.63,136.86,211.53,230.05
2016-07-11,1190.033,13.54,2137.159721842129,4988.64,18226.932331160155,-0.05669814348220825,216.2,903.42,249.12,315.83,114.97,801.69,437.98,108.53,164.98,309.3,614.36,115.64,951.27,100.47,190.31,142.59,536.34,206.31,142.77,316.31,100.86,302.71,538.58,290.11,237.0,163.31,232.03,447.16,183.3,136.76,210.84,230.03
2016-07-12,1205.888,13.55,2152.1413985820523,5022.82,18347.66815767972,-0.07697204500436783,216.2,890.85,247.91,315.66,114.97,787.83,436.77,108.52,164.25,309.16,610.64,115.67,937.33,100.06,190.32,141.88,532.5,206.3,142.59,311.82,100.86,298.97,536.54,287.48,237.0,165.46,231.18,446.28,183.25,136.78,210.55,230.02
2016-07-13,1201.161,13.04,2152.425657217123,5005.73,18372.116648926167,-0.07902883738279343,216.2,899.37,248.79,315.76,114.97,797.39,437.39,108.53,164.88,309.26,612.63,115.66,946.84,100.31,190.35,142.21,534.74,206.31,142.66,315.57,100.86,302.13,537.57,289.63,237.0,167.63,231.7,446.7,183.26,136.78,210.69,230.04
2016-07-14,1202.171,12.82,2163.7475359770965,5034.06,18506.41214285973,-0.07855436950922012,216.2,887.86,247.79,315.66,114.97,785.26,436.59,108.53,164.23,309.22,609.88,115.68,934.06,99.98,190.23,141.74,531.73,206.29,142.56,312.31,100.85,299.33,536.25,287.62,236.99,167.37,230.93,446.11,183.14,136.74,210.39,230.01
2016-07-15,1205.309,12.67,2161.7413340346247,5029.59,18516.547651835845,-0.06785699725151062,216.21,879.49,246.93,315.46,114.98,776.51,435.51,108.52,163.64,309.03,606.97,115.64,924.86,99.65,190.08,141.2,528.71,206.29,142.38,310.42,100.85,297.69,534.52,286.29,236.99,169.01,230.23,445.2,182.82,136.63,209.82,230.02
2016-07-18,1207.906,12.44,2166.890524581911,5055.78,18533.052095506417,-0.05754566937685013,216.21,879.33,247.08,315.59,114.98,776.66,435.83,108.54,163.63,309.14,607.49,115.66,924.64,99.71,190.13,141.37,529.11,206.29,142.46,310.16,100.86,297.61,535.05,286.34,237.0,168.2,230.44,445.55,182.94,136.7,209.98,230.02
2016-07-19,1200.445,11.97,2163.78109932858,5036.37,18559.00721646553,-0.06472641974687576,216.21,883.73,247.02,315.62,114.98,781.34,436.18,108.54,164.16,309.1,608.85,115.62,929.49,99.85,190.19,141.62,530.53,206.3,142.51,309.99,100.86,297.5,535.76,286.28,237.0,168.89,230.43,445.79,182.79,136.64,209.84,230.03
2016-07-20,1209.744,11.77,2173.0172120746056,5089.93,18595.029363232003,-0.04904436692595482,216.22,880.18,246.7,315.52,114.98,777.8,435.72,108.54,163.85,309.01,607.74,115.6,925.61,99.71,190.19,141.37,529.48,206.3,142.44,308.98,100.86,296.69,534.94,285.71,237.0,169.34,230.23,445.37,182.63,136.56,209.59,230.02
2016-07-21,1203.86,12.74,2165.168297792867,5073.9,18517.23248352342,-0.0515405498445034,216.22,879.9,246.56,315.67,114.99,777.04,436.48,108.55,164.32,309.16,608.72,115.6,925.16,99.8,190.04,141.61,530.25,206.34,142.56,307.93,100.86,295.79,535.87,285.14,237.01,171.04,230.19,445.98,182.75,136.59,209.7,230.03
2016-07-22,1212.889,12.02,2175.0290623579235,5100.16,18570.854804660587,-0.039039891213178635,216.22,881.57,246.2,315.58,114.99,778.94,436.15,108.54,164.49,309.07,608.28,115.56,927.16,99.78,190.05,141.49,530.1,206.34,142.49,308.28,100.86,296.05,535.4,285.1,237.01,168.79,229.67,445.69,182.49,136.48,209.35,230.04
2016-07-25,1209.822,12.87,2168.479074291577,5097.63,18493.057924952005,-0.016360696405172348,216.23,881.98,246.0,315.46,114.99,779.1,435.78,108.54,164.41,308.94,608.19,115.55,927.65,99.75,190.11,141.44,529.93,206.34,142.39,308.6,100.87,296.3,535.14,285.16,237.02,169.93,229.41,445.4,182.29,136.4,209.02,230.03
2016-07-26,1216.859,13.05,2169.175191877221,5110.05,18473.745671362376,-0.003426250768825412,216.23,883.62,246.37,315.44,114.99,780.65,435.8,108.53,164.68,308.94,608.57,115.55,929.48,99.79,190.13,141.51,530.53,206.33,142.37,309.89,100.87,297.42,535.3,285.94,237.03,167.55,229.69,445.37,182.24,136.37,209.08,230.03
