date,Russell 2000 Index (RUT) - Index Value,CBOE Volatility S&P 500 Index (^VIX) - Index Value,S&P 500 (^SPX) - Index Value,NASDAQ Composite Index (^COMP) - Index Value,Dow Jones Industrial Average (^DJI) - Index Value,News Sentiment,S&P U.S. Treasury Bill 0-3 Month Index,S&P U.S. Treasury Bond 10+ Year Index,S&P U.S. TIPS 5+ Year Index (USD),S&P U.S. Treasury Bond 1-3 Year Index,S&P Canada Treasury Bill Index,S&P U.S. Treasury Bond Current 30-Year Index,S&P U.S. Treasury Bond Current 5-Year Index,S&P Short Term Taxable Municipal Bond Index,S&P Taxable Municipal Bond Index,S&P U.S. Treasury Bond Current 2-Year Index,S&P U.S. Treasury Bond 7-10 Year Index,S&P U.S. TIPS 0-1 Year Index (USD),S&P U.S. Treasury Bond 20+ Year Index,S&P U.S. Government & Corporate AAA-AA 1+ Year Bond Index,S&P Municipal Yield Index,S&P U.S. Treasury Bond Current 7-Year Index,S&P U.S. Treasury Bond Current 10-Year Index,S&P U.S. Treasury Bill 9-12 Month Index,S&P U.S. Treasury Bond Current 3-Year Index,S&P U.S. TIPS 30 Year Index (USD),S&P U.S. Ultra Short Treasury Bill & Bond Index (USD),S&P U.S. TIPS 15+ Year Index (USD),S&P U.S. Treasury Bond 5-7 Year Index,S&P U.S. TIPS 10+ Year Index (USD),S&P U.S. Treasury Bill 3-6 Month Index,S&P U.S. Treasury Bond 7-10 Year Index (TTM JPY),S&P U.S. TIPS 7-10 Year Index (USD),S&P U.S. Treasury Bond 3-5 Year Index,S&P U.S. TIPS 3-5 Year Index (USD),S&P U.S. TIPS 1-3 Year Index (USD),S&P U.S. TIPS 5-7 Year Index (USD),S&P U.S. Treasury Bill 6-9 Month Index
2017-06-15,1410.084,10.9,2432.4591271283184,6165.5,21359.900335480674,0.07429283112287521,217.07,833.49,244.47,315.74,115.56,712.89,429.28,109.59,164.04,308.62,593.95,116.33,862.99,98.65,192.49,139.27,509.17,207.18,141.78,292.76,101.3,286.35,529.52,279.48,238.09,171.3,228.89,443.5,183.18,136.82,210.33,230.93
2017-06-16,1406.728,10.38,2433.1508288614,6151.76,21384.280343558363,0.08104419708251953,217.08,834.6,244.52,315.91,115.53,713.8,429.63,109.62,164.16,308.87,594.35,116.35,864.19,98.73,192.58,139.39,509.44,207.21,141.85,292.44,101.31,285.95,529.92,279.27,238.11,173.08,228.99,443.82,183.3,136.87,210.52,230.96
2017-06-19,1418.081,10.37,2453.458603749349,6239.01,21528.98527914307,0.08715208619832993,217.09,833.27,244.22,315.69,115.54,712.69,428.75,109.61,163.99,308.66,592.79,116.37,862.88,98.58,192.81,139.04,507.98,207.2,141.67,292.99,101.31,286.51,528.72,279.36,238.12,173.1,228.51,443.07,183.06,136.83,210.15,230.96
2017-06-20,1402.968,10.86,2437.0281337664874,6188.03,21467.144977755004,0.08961690217256546,217.1,840.3,244.87,315.81,115.54,719.77,429.31,109.63,164.52,308.72,594.31,116.35,870.58,98.81,192.85,139.35,509.49,207.2,141.79,296.08,101.32,288.96,529.63,281.0,238.13,173.8,228.88,443.52,183.09,136.79,210.26,230.96
2017-06-21,1399.254,10.75,2435.6116850599315,6233.95,21410.030015011205,0.09293027222156525,217.11,842.08,245.13,315.81,115.54,721.85,429.2,109.64,164.64,308.73,594.24,116.35,872.59,98.83,192.87,139.29,509.52,207.24,141.79,297.98,101.32,290.48,529.44,281.91,238.15,173.64,228.9,443.49,183.09,136.8,210.29,230.99
2017-06-22,1404.538,10.48,2434.4974087685423,6236.68,21397.292145622298,0.08846332132816315,217.12,843.54,245.96,315.9,115.52,723.4,429.49,109.65,164.83,308.79,594.76,116.4,874.17,98.9,192.91,139.39,510.02,207.27,141.86,300.26,101.33,292.4,529.78,283.36,238.17,173.25,229.54,443.75,183.36,136.93,210.73,231.02
2017-06-23,1414.778,10.02,2438.296911863105,6265.25,21394.758268378268,0.08086543530225754,217.14,843.13,246.27,315.92,115.52,723.13,429.51,109.65,164.89,308.8,594.97,116.39,873.69,98.91,192.93,139.44,510.21,207.3,141.87,300.45,101.34,292.71,529.91,283.69,238.19,173.76,229.85,443.82,183.54,137.01,211.0,231.05
2017-06-26,1416.64,9.9,2439.065477177628,6247.15,21409.5506328299,0.06803078204393387,217.14,846.36,246.77,315.97,115.54,726.28,429.57,109.67,165.2,308.88,595.43,116.42,877.29,99.0,193.1,139.51,510.7,207.31,141.89,302.06,101.35,293.95,530.14,284.64,238.2,173.68,230.19,443.95,183.71,137.09,211.26,231.06
2017-06-27,1403.522,11.06,2419.3758615269435,6146.62,21310.660937143995,0.05279820039868355,217.14,837.84,245.39,315.83,115.54,718.35,428.38,109.68,164.55,308.8,592.26,116.44,868.17,98.67,192.92,138.88,507.61,207.3,141.72,298.05,101.34,290.52,528.16,282.03,238.2,174.86,229.14,443.12,183.48,137.08,210.65,231.06
2017-06-28,1425.269,10.03,2440.6903289910656,6234.41,21454.61255787237,0.04947790503501892,217.14,834.91,245.44,315.96,115.54,715.53,428.67,109.69,164.53,308.9,591.88,116.48,864.98,98.64,192.44,138.87,507.02,207.32,141.81,297.16,101.35,289.73,528.35,281.55,238.2,174.13,229.29,443.45,183.85,137.23,211.03,231.07
2017-06-29,1416.199,11.44,2419.6971113274667,6144.35,21287.03424392264,0.03770367428660393,217.15,828.77,244.19,315.84,115.54,709.19,428.02,109.69,164.0,308.77,589.7,116.46,858.34,98.42,192.29,138.44,504.87,207.31,141.75,293.74,101.35,286.92,527.08,279.33,238.21,174.44,228.32,442.95,183.48,137.12,210.38,231.05
2017-06-30,1415.359,11.18,2423.408891062973,6140.42,21349.627860167042,0.030195478349924088,217.17,826.57,243.51,315.75,115.54,707.23,427.24,109.72,163.88,308.68,588.18,116.48,856.05,98.28,192.35,138.08,503.5,207.31,141.64,291.95,101.35,285.41,525.94,278.1,238.23,173.25,227.8,442.43,183.34,137.1,210.03,231.07
2017-07-03,1426.682,11.22,2429.0148792035316,6110.06,21479.26649862509,0.015746289864182472,217.17,822.06,243.15,315.6,115.55,702.92,426.42,109.72,163.41,308.57,586.11,116.52,851.28,98.07,192.47,137.67,501.49,207.31,141.53,291.27,101.35,284.92,524.66,277.61,238.23,173.14,227.44,441.78,183.27,137.1,209.86,231.06
2017-07-05,1420.147,11.07,2432.54234022708,6150.86,21478.170767924967,0.006349760573357344,217.17,823.72,243.52,315.67,115.55,704.2,426.67,109.77,163.68,308.59,586.87,116.49,853.03,98.15,192.7,137.81,502.26,207.33,141.54,292.65,101.36,285.99,525.11,278.41,238.24,,227.7,441.95,183.27,137.08,209.95,231.06
2017-07-06,1400.815,12.54,2409.7497799244234,6089.46,21320.04313126378,0.003833034774288535,217.18,817.29,242.8,315.7,115.55,697.87,426.35,109.75,163.29,308.65,585.51,116.5,846.03,97.98,192.56,137.58,500.81,207.35,141.5,289.61,101.36,283.53,524.47,276.65,238.26,174.02,227.33,441.76,183.2,137.08,209.74,231.08
2017-07-07,1415.835,11.19,2425.176961426328,6153.08,21414.34445464293,0.014031161554157734,217.2,813.31,241.66,315.7,115.52,694.09,426.17,109.77,163.07,308.66,584.66,116.47,841.69,97.86,192.44,137.44,499.91,207.38,141.49,286.35,101.37,280.7,524.06,274.54,238.28,173.99,226.48,441.6,182.84,136.92,209.16,231.1
2017-07-10,1408.475,11.11,2427.434488496636,6176.39,21408.523385298537,0.021590009331703186,217.21,813.95,241.75,315.85,115.53,694.26,426.57,109.78,163.21,308.79,585.54,116.47,842.29,97.96,192.43,137.66,500.55,207.39,141.59,286.16,101.38,280.6,524.76,274.56,238.28,175.1,226.6,442.01,182.9,136.93,209.27,231.11
2017-07-11,1413.054,10.89,2425.526214165352,6193.3,21409.071250648598,0.018504228442907333,217.21,815.55,242.36,315.96,115.53,695.59,426.92,109.79,163.41,308.9,586.34,116.48,844.0,98.05,192.29,137.82,501.36,207.41,141.69,287.55,101.38,281.79,525.34,275.53,238.29,175.44,227.15,442.35,183.05,137.01,209.55,231.12
2017-07-12,1424.321,10.3,2443.251176642059,6261.17,21532.13550490592,0.024189148098230362,217.22,820.64,243.37,316.13,115.53,700.44,427.82,109.82,163.88,309.05,588.24,116.49,849.46,98.27,192.49,138.21,503.11,207.42,141.82,289.76,101.39,283.68,526.59,277.12,238.31,174.91,228.0,443.01,183.39,137.11,210.16,231.13
2017-07-13,1425.661,9.9,2447.8342759660864,6274.44,21553.09135454573,0.024087348952889442,217.23,816.13,243.21,316.02,115.54,696.13,427.44,109.82,163.63,308.96,587.19,116.49,844.58,98.12,192.55,138.03,501.89,207.42,141.74,288.75,101.39,282.84,526.04,276.56,238.31,174.77,227.96,442.72,183.41,137.11,210.21,231.14
2017-07-14,1428.817,9.51,2459.2709908213624,6312.46,21637.736551130067,0.03743360564112663,217.25,816.82,243.59,316.1,115.54,696.5,428.06,109.83,163.82,309.02,588.19,116.43,845.22,98.21,192.88,138.27,502.78,207.44,141.81,289.28,101.4,283.29,526.86,277.03,238.34,174.87,228.35,443.14,183.43,137.02,210.43,231.17
2017-07-17,1431.603,9.82,2459.1407192177276,6314.43,21629.72402038543,0.04962155967950821,217.25,819.14,244.09,316.14,115.55,699.01,428.32,109.84,164.06,309.01,588.93,116.45,847.72,98.3,192.91,138.41,503.58,207.45,141.83,290.91,101.41,284.72,527.31,278.09,238.34,175.17,228.68,443.36,183.56,137.07,210.65,231.18
2017-07-18,1427.614,9.89,2460.6104434093586,6344.3,21574.73203587312,0.0594312883913517,217.25,826.25,245.09,316.22,115.55,705.67,429.08,109.85,164.73,309.07,591.23,116.45,855.4,98.55,193.21,138.87,505.79,207.46,141.93,293.87,101.41,287.24,528.67,280.04,238.35,173.69,229.42,443.86,183.75,137.13,211.06,231.19
2017-07-19,1441.771,9.79,2473.8277852737942,6385.04,21640.749810555397,0.06929794698953629,217.25,826.48,245.31,316.21,115.55,705.94,428.97,109.86,164.74,309.08,590.89,116.49,855.69,98.54,193.37,138.77,505.44,207.46,141.93,294.64,101.41,287.93,528.4,280.49,238.33,173.67,229.5,443.8,183.9,137.2,211.23,231.19
2017-07-20,1442.354,9.58,2473.4493827200326,6390.0,21611.781430170955,0.06543343514204025,217.26,828.69,244.55,316.24,115.55,708.02,428.92,109.86,164.95,309.09,591.05,116.5,858.15,98.59,193.59,138.78,505.63,207.48,141.96,292.97,101.41,286.42,528.43,279.25,238.33,173.46,228.86,443.83,183.71,137.13,210.83,231.2
2017-07-21,1435.839,9.36,2472.5358544520504,6387.75,21580.073723036207,0.0739506334066391,217.28,832.05,245.12,316.34,115.56,711.27,429.35,109.89,165.33,309.19,592.31,116.48,861.77,98.73,193.9,139.05,506.83,207.5,142.05,294.96,101.42,288.2,529.24,280.56,238.34,173.73,229.21,444.19,183.75,137.14,210.99,231.21
2017-07-24,1438.055,9.43,2469.911917123203,6410.81,21513.16566716008,0.0735173150897026,217.28,828.94,244.9,316.27,115.56,708.03,429.14,109.89,165.1,309.08,591.7,116.5,858.35,98.63,193.98,138.92,506.22,207.49,141.98,293.6,101.42,287.0,528.87,279.8,238.35,172.28,229.18,443.97,183.75,137.15,211.01,231.21
2017-07-25,1450.386,9.43,2477.1253697525926,6412.17,21613.425026221135,0.07770906388759613,217.29,818.66,243.77,316.09,115.57,698.07,427.82,109.88,164.34,308.9,588.42,116.54,847.25,98.24,193.87,138.25,503.06,207.49,141.81,289.53,101.42,283.54,526.74,277.3,238.36,172.82,228.47,442.97,183.57,137.13,210.63,231.22
2017-07-26,1442.279,9.6,2477.8305107064957,6422.75,21711.013541700646,0.09324365109205246,217.29,820.27,244.73,316.35,115.57,699.62,428.91,109.9,164.64,309.15,590.34,116.57,848.83,98.43,193.97,138.67,504.73,207.52,142.02,291.32,101.43,285.14,528.26,278.69,238.37,172.75,229.26,443.93,184.09,137.33,211.35,231.23
2017-07-27,1433.624,10.11,2475.4208909310205,6382.19,21796.54901947883,0.09261202812194824,217.3,816.16,244.42,316.34,115.57,695.41,428.73,109.91,164.38,309.16,589.38,116.61,844.33,98.32,194.02,138.5,503.75,207.53,142.02,289.93,101.44,283.91,527.83,277.85,238.39,171.74,229.1,443.81,184.08,137.34,211.32,231.24
2017-07-28,1429.26,10.29,2472.0985372059718,6374.68,21830.311221676304,0.10783511400222778,217.32,820.9,245.11,316.41,115.57,700.26,429.02,109.92,164.76,309.22,590.47,116.63,849.52,98.46,193.85,138.71,504.87,207.55,142.05,292.58,101.44,286.14,528.4,279.42,238.42,171.73,229.52,444.04,184.17,137.39,211.54,231.26
2017-07-31,1425.144,10.26,2470.300025260191,6348.12,21891.12427553301,0.12103109806776047,217.33,821.57,244.82,316.44,115.58,700.75,429.08,109.93,164.92,309.25,590.59,116.69,850.26,98.48,193.55,138.69,504.97,207.56,142.07,291.49,101.45,285.18,528.42,278.75,238.43,170.92,229.35,444.09,184.1,137.4,211.44,231.26
2017-08-01,1428.33,10.09,2476.3472099535506,6362.94,21963.92188392229,0.13543422520160675,217.32,827.19,245.44,316.51,115.58,705.7,429.77,109.93,165.34,309.31,592.17,116.68,856.35,98.68,193.63,139.02,506.56,207.56,142.12,293.48,101.45,286.96,529.53,280.07,238.44,170.83,229.72,444.54,184.2,137.42,211.71,231.26
2017-08-02,1412.904,10.28,2477.568096917617,6362.64,22016.243024853058,0.12841330468654633,217.34,827.76,245.27,316.43,115.58,706.29,429.32,109.93,165.48,309.23,591.53,116.7,857.03,98.64,193.59,138.87,505.97,207.57,142.08,293.65,101.45,287.05,529.07,280.0,238.45,171.54,229.49,444.24,184.05,137.36,211.56,231.27
2017-08-03,1405.229,10.44,2472.157628037718,6340.34,22026.104601154148,0.13446763157844543,217.34,835.8,245.86,316.59,115.59,714.34,430.15,109.95,166.11,309.38,593.74,116.73,865.76,98.92,193.91,139.29,508.18,207.58,142.2,295.11,101.46,288.36,530.34,281.01,238.46,171.88,229.93,444.87,184.24,137.44,211.89,231.29
2017-08-04,1412.321,10.03,2476.8309965460903,6351.56,22092.807207524005,0.13293129205703735,217.36,828.51,245.4,316.47,115.59,707.57,429.43,109.95,165.65,309.25,591.76,116.73,857.87,98.68,193.94,138.93,506.11,207.58,142.09,293.77,101.46,287.16,529.24,280.07,238.48,171.32,229.6,444.36,184.21,137.42,211.74,231.31
2017-08-07,1414.167,9.93,2480.9120213836454,6383.77,22118.41991263933,0.16689562797546387,217.37,829.84,245.99,316.51,115.6,708.81,429.57,109.96,165.68,309.28,592.21,116.75,859.28,98.72,194.03,139.0,506.59,207.59,142.11,295.26,101.47,288.49,529.46,281.14,238.5,171.81,230.05,444.46,184.37,137.51,212.04,231.31
2017-08-08,1410.151,10.96,2474.9188409217522,6370.46,22085.34254212943,0.15101733803749084,217.37,827.2,245.99,316.51,115.6,706.09,429.39,109.96,165.56,309.29,591.67,116.77,856.41,98.64,194.04,138.92,505.93,207.6,142.11,294.74,101.47,288.11,529.22,280.9,238.5,172.05,230.12,444.38,184.45,137.54,212.15,231.31
2017-08-09,1396.948,11.11,2474.017079812516,6352.33,22048.70404684414,0.17360344529151917,217.38,831.13,247.04,316.61,115.6,710.09,429.81,109.98,165.97,309.4,592.7,116.79,860.68,98.78,194.14,139.13,506.97,207.62,142.16,297.96,101.48,290.87,529.83,282.98,238.51,170.73,230.83,444.66,184.73,137.65,212.64,231.34
2017-08-10,1372.544,16.04,2438.2097100884553,6216.87,21844.007855427815,0.1605128049850464,217.39,838.35,247.54,316.7,115.61,717.17,430.5,109.99,166.41,309.46,594.87,116.77,868.49,99.02,,139.54,509.11,207.63,142.26,299.81,101.48,292.45,531.1,284.12,238.53,171.32,231.17,445.2,184.67,137.63,212.69,231.35
2017-08-11,1374.231,15.51,2441.3202405643583,6256.55,21858.320837698142,0.13852089643478394,217.41,838.19,247.45,316.92,115.61,716.8,431.19,110.02,166.45,309.72,595.5,116.72,868.28,99.1,194.24,139.7,509.68,207.67,142.44,298.9,101.49,291.73,531.83,283.71,238.56,171.95,231.23,445.81,184.71,137.6,212.72,231.38
2017-08-14,1394.309,12.33,2465.8358122222717,6340.23,21993.712062331826,0.1186683252453804,217.42,834.7,246.22,316.77,115.62,713.03,430.52,110.01,166.1,309.56,593.93,116.7,864.52,98.94,194.36,139.4,508.14,207.67,142.3,296.36,101.5,289.45,530.87,281.83,238.56,170.92,230.2,445.3,184.25,137.42,211.93,231.4
2017-08-15,1383.237,12.04,2464.609993335297,6333.01,21998.985266326155,0.12266460806131363,217.42,831.1,245.35,316.62,115.62,709.36,429.67,110.01,165.81,309.42,592.08,116.68,860.71,98.75,194.21,139.0,506.46,207.64,142.18,294.18,101.5,287.57,529.57,280.34,238.57,171.71,229.53,444.62,183.92,137.31,211.43,231.39
2017-08-16,1383.534,11.74,2468.1072601101455,6345.11,22024.87190411651,0.11770029366016388,217.43,833.74,246.26,316.74,115.62,712.29,430.23,110.02,166.12,309.53,593.44,116.7,863.52,98.9,194.27,139.31,507.59,207.66,142.27,296.54,101.51,289.62,530.55,281.93,238.58,171.95,230.25,445.07,184.21,137.4,211.9,231.41
2017-08-17,1358.94,15.55,2430.007878477474,6221.91,21750.733779580027,0.11408554017543793,217.44,839.76,246.81,316.91,115.62,718.1,431.06,110.04,166.65,309.74,595.54,116.71,869.98,99.14,194.41,139.73,509.72,207.68,142.41,297.91,101.51,290.83,531.86,282.9,238.6,171.24,230.67,445.72,184.31,137.44,212.17,231.43
2017-08-18,1357.792,14.26,2425.5521696646215,6216.53,21674.51201275287,0.1167677566409111,217.45,839.5,246.66,316.88,115.63,717.83,430.88,110.04,166.66,309.65,595.38,116.74,869.73,99.12,194.5,139.7,509.52,207.71,142.42,297.5,101.52,290.49,531.72,282.63,238.61,171.02,230.56,445.6,184.25,137.44,212.1,231.47
2017-08-21,1356.905,13.19,2428.367985559674,6213.13,21703.754325812348,0.14592739939689636,217.46,841.64,246.97,316.99,115.63,719.81,431.08,110.06,166.82,309.78,595.94,116.73,872.02,99.2,194.61,139.81,510.01,207.72,142.48,298.63,101.52,291.47,532.05,283.32,238.63,170.81,230.75,445.81,184.29,137.46,212.19,231.47
2017-08-22,1371.537,11.35,2452.5102728913057,6297.48,21899.890121133976,0.13499519228935242,217.47,838.37,246.42,316.88,115.64,716.88,430.5,110.05,166.51,309.65,594.54,116.73,868.52,99.05,194.66,139.51,508.64,207.73,142.4,297.21,101.53,290.24,531.1,282.35,238.64,170.63,230.33,445.37,184.17,137.39,211.92,231.48
2017-08-23,1369.739,12.25,2444.0432453391254,6278.41,21812.094698786794,0.11941695958375931,217.47,844.24,247.31,317.0,115.64,722.8,431.32,110.09,167.05,309.76,596.77,116.75,874.81,99.29,194.83,139.95,510.85,207.73,142.49,299.51,101.53,292.29,532.5,283.94,238.66,171.15,230.97,446.02,184.5,137.52,212.42,231.5
2017-08-24,1373.875,12.23,2438.968119815769,6271.33,21783.40025107738,0.09235154092311859,217.47,840.85,246.78,316.89,115.64,719.34,430.74,110.09,166.73,309.62,595.61,116.75,871.15,99.15,194.87,139.7,509.79,207.72,142.41,298.11,101.53,291.08,531.69,283.01,238.66,170.9,230.59,445.57,184.28,137.44,212.08,231.5
2017-08-25,1377.453,11.28,2443.045798341103,6265.64,21813.66981166822,0.07095567882061005,217.49,843.9,247.08,316.88,115.64,722.37,431.1,110.09,166.99,309.59,596.69,116.74,874.43,99.25,195.02,139.88,510.84,207.75,142.41,298.94,101.54,291.77,532.23,283.53,238.68,171.55,230.83,445.76,184.29,137.45,212.25,231.51
2017-08-28,1382.229,11.32,2444.2403151729286,6283.02,21808.396607673887,0.10011859238147736,217.5,843.7,247.4,316.97,115.65,721.69,431.5,110.11,167.08,309.72,597.38,116.77,874.09,99.31,195.11,140.06,511.4,207.76,142.47,299.23,101.54,292.02,532.81,283.85,238.68,170.78,231.17,446.17,184.47,137.53,212.48,231.51
2017-08-29,1383.681,11.7,2446.295523594186,6301.89,21865.37460408017,0.09521491080522537,217.51,846.43,247.67,317.1,115.65,723.98,432.05,110.12,167.43,309.78,598.79,116.79,876.96,99.45,195.39,140.35,512.76,207.77,142.59,299.24,101.55,292.03,533.76,284.03,238.69,170.51,231.51,446.66,184.6,137.57,212.73,231.52
2017-08-30,1391.324,11.22,2457.5858115205206,6368.31,21892.425455739405,0.11200442910194397,217.52,846.04,247.59,317.03,115.65,723.61,431.74,110.12,167.33,309.74,598.16,116.81,876.58,99.39,195.34,140.2,512.24,207.78,142.53,299.26,101.55,292.04,533.2,283.99,238.7,172.61,231.42,446.35,184.51,137.56,212.63,231.53
2017-08-31,1405.277,10.59,2471.6502079420075,6428.66,21948.102271939293,0.13372258841991425,217.52,848.59,248.6,317.07,115.66,725.69,432.1,110.12,167.58,309.75,599.1,116.89,879.28,99.5,195.45,140.41,513.13,207.79,142.58,302.16,101.55,294.57,533.83,285.9,238.71,173.26,232.12,446.62,184.84,137.7,213.13,231.56
2017-09-01,1413.571,10.13,2476.5523893888176,6435.33,21987.555851900055,0.13921955227851868,217.53,842.01,248.11,316.94,115.65,719.43,431.51,110.12,167.0,309.67,597.18,116.89,872.2,99.27,195.42,140.04,511.34,207.81,142.48,300.24,101.56,292.93,532.71,284.75,238.72,173.12,231.86,446.12,184.75,137.65,212.98,231.56
2017-09-05,1399.656,12.23,2457.8498705638376,6375.57,21753.31313108685,0.05040410906076431,217.54,855.22,250.07,317.33,115.67,732.05,433.48,110.17,168.18,310.0,601.61,116.9,886.35,99.8,195.75,140.93,515.82,207.83,142.74,305.73,101.57,297.65,535.64,288.35,238.72,,233.28,447.64,185.33,137.84,214.0,231.58
2017-09-06,1402.196,11.63,2465.5436228672947,6393.31,21807.639264749876,0.04273999482393265,217.55,850.02,249.48,317.25,115.61,726.8,432.69,110.12,167.72,309.96,599.83,116.9,880.76,99.6,195.74,140.58,514.11,207.81,142.68,304.01,101.56,296.15,534.49,287.23,238.7,171.45,232.85,447.11,185.18,137.8,213.74,231.55
2017-09-07,1398.674,11.55,2465.1021359574324,6397.87,21784.779598873927,0.027602095156908035,217.57,858.54,250.66,317.47,115.62,735.43,433.86,110.15,168.43,310.22,602.7,116.92,889.92,99.93,195.99,141.16,516.76,207.85,142.84,307.18,101.57,298.99,536.33,289.4,238.73,171.81,233.7,448.03,185.53,137.92,214.33,231.58
2017-09-08,1399.429,12.12,2461.433643922213,6360.19,21797.793083363547,0.019366299733519554,217.58,856.77,251.06,317.47,115.62,733.79,433.61,110.15,168.31,310.23,602.26,116.97,888.02,99.87,196.08,141.04,516.31,207.88,142.83,308.27,101.58,299.89,535.96,290.07,238.76,171.38,233.99,447.87,185.7,138.0,214.59,231.6
2017-09-11,1414.828,10.73,2488.107965055385,6432.27,22057.374229003108,0.012502589263021946,217.59,846.91,250.06,317.19,115.62,723.69,432.24,110.14,167.47,309.92,598.98,116.96,877.41,99.48,196.07,140.4,513.0,207.85,142.6,305.49,101.58,297.47,533.87,288.23,238.76,171.32,233.27,446.82,185.42,137.91,214.08,231.59
2017-09-12,1423.463,10.58,2496.4836195681037,6454.28,22118.861221856194,0.004207320511341095,217.59,842.58,249.27,317.09,115.62,719.57,431.45,110.14,167.1,309.83,597.36,116.99,872.79,99.3,195.84,140.07,511.29,207.84,142.52,303.59,101.59,295.91,532.8,286.91,238.77,172.1,232.63,446.31,185.21,137.85,213.66,231.6
2017-09-13,1426.894,10.5,2498.37081546004,6460.19,22158.177092986218,0.011532199569046497,217.6,839.59,248.7,317.01,115.63,716.47,430.93,110.14,166.87,309.75,596.14,117.02,869.61,99.17,195.87,139.9,510.05,207.84,142.46,302.3,101.59,294.72,532.09,285.93,238.78,172.59,232.18,445.91,185.05,137.82,213.36,231.6
2017-09-14,1425.023,10.44,2495.6191538507155,6429.09,22203.483298246385,0.017687847837805748,217.61,842.56,249.02,316.94,115.63,719.79,430.74,110.13,167.07,309.66,596.25,117.09,872.9,99.22,195.92,139.91,510.24,207.83,142.39,303.47,101.59,295.8,532.02,286.67,238.78,173.03,232.33,445.73,185.1,137.89,213.49,231.61
2017-09-15,1431.712,10.17,2500.2258576202034,6448.47,22268.344157448628,0.005089432932436466,217.62,842.66,249.05,316.84,115.63,720.19,430.36,110.13,167.04,309.62,595.75,117.12,873.07,99.17,195.9,139.74,509.96,207.83,142.31,304.26,101.59,296.4,531.5,286.98,238.8,172.38,232.27,445.38,185.05,137.89,213.38,231.62
2017-09-18,1441.083,10.15,2503.8695562619737,6454.64,22331.345947438072,0.012740851379930973,217.63,838.62,248.81,316.82,115.64,716.29,430.01,110.14,166.82,309.56,594.65,117.14,868.69,99.05,195.95,139.54,508.78,207.83,142.28,302.99,101.6,295.47,530.9,286.35,238.81,172.23,232.15,445.16,185.06,137.91,213.36,231.61
2017-09-19,1440.404,10.18,2506.647935433635,6461.32,22370.799527398674,0.022376857697963715,217.64,836.48,248.39,316.79,115.65,713.97,429.82,110.14,166.63,309.57,594.02,117.15,866.38,98.98,195.52,139.42,508.18,207.84,142.25,301.97,101.6,294.56,530.53,285.63,238.82,173.86,231.82,445.04,184.94,137.89,213.13,231.62
2017-09-20,1445.42,9.78,2508.236048362868,6456.04,22412.5941574791,0.018687542527914047,217.65,837.1,247.38,316.55,115.65,715.16,429.03,110.12,166.61,309.34,592.87,117.11,867.23,98.89,195.22,139.14,507.1,207.83,142.07,300.4,101.6,293.24,529.53,284.33,238.83,173.95,230.87,444.33,184.48,137.7,212.42,231.62
2017-09-21,1444.184,9.67,2500.6026174977396,6422.69,22359.23198563012,0.029672108590602875,217.65,836.48,246.97,316.54,115.65,714.87,428.78,110.12,166.5,309.3,592.29,117.11,866.59,98.84,195.06,139.02,506.58,207.86,142.06,299.7,101.61,292.69,529.13,283.78,238.84,175.01,230.48,444.15,184.32,137.64,212.13,231.63
2017-09-22,1450.781,9.59,2502.2222245405446,6426.92,22349.59236748966,0.024474777281284332,217.67,838.87,247.71,316.6,115.65,717.07,429.27,110.14,166.77,309.36,593.38,117.14,869.13,98.95,194.94,139.22,507.56,207.88,142.11,301.66,101.61,294.34,529.84,285.07,238.86,174.39,231.07,444.51,184.58,137.73,212.52,231.64
2017-09-25,1451.958,10.21,2496.660590307585,6370.59,22296.0924868101,0.03187781199812889,217.68,844.14,248.62,316.76,115.66,722.19,430.01,110.16,167.25,309.49,595.27,117.18,874.72,99.17,194.73,139.6,509.47,207.89,142.26,303.69,101.62,296.19,531.01,286.58,238.87,175.16,231.78,445.1,184.92,137.9,213.06,231.65
2017-09-26,1456.863,10.17,2496.8408940904565,6380.16,22284.318381795678,0.02833944372832775,217.68,842.56,248.27,316.68,115.67,720.44,429.55,110.16,167.18,309.35,594.61,117.18,873.03,99.09,194.46,139.45,508.87,207.9,142.18,302.66,101.62,295.25,530.47,285.86,238.87,174.18,231.55,444.8,184.81,137.86,212.91,231.66
2017-09-27,1484.8125,9.87,2507.043281158151,6453.26,22340.710147917376,0.037756647914648056,217.69,830.56,246.85,316.56,115.67,708.66,428.69,110.15,166.3,309.27,591.65,117.2,860.03,98.72,193.84,138.93,505.73,207.89,142.09,297.87,101.62,291.07,528.9,282.84,238.88,175.3,230.63,444.21,184.61,137.83,212.41,231.67
2017-09-28,1488.786,9.55,2510.0619918302896,6453.45,22381.19654410731,0.05489301308989525,217.7,828.16,246.96,316.65,115.67,706.34,429.05,110.16,166.18,309.47,591.56,117.18,857.41,98.71,193.73,138.98,505.45,207.9,142.14,297.99,101.63,291.24,529.18,282.98,238.89,175.3,230.73,444.47,184.72,137.85,212.51,231.68
2017-09-29,1490.862,9.51,2519.3596719060715,6495.96,22405.089026212598,0.07819922268390656,217.71,829.73,246.24,316.49,115.68,708.03,428.28,110.16,166.22,309.2,590.53,117.17,859.27,98.66,193.76,138.73,504.56,207.92,142.02,297.39,101.63,290.73,528.25,282.32,238.9,174.93,229.94,443.88,184.32,137.71,211.9,231.69
